Date,Column1,Index,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds)
12/23/2019,Monday,997,188,172,0.9149,16,12:00:28 AM,12:02:39 AM,12:03:04 AM,0.6
12/24/2019,Tuesday,998,152,120,0.7895,32,12:00:29 AM,12:02:54 AM,12:06:35 AM,0.53
12/25/2019,Wednesday,999,26,26,1,0,12:00:17 AM,12:03:01 AM,12:01:18 AM,0.81
12/26/2019,Thursday,1000,152,140,0.9211,12,12:00:21 AM,12:02:58 AM,12:06:40 AM,0.71
12/27/2019,Friday,1001,130,125,0.9615,5,12:00:08 AM,12:02:39 AM,12:01:02 AM,0.92
12/28/2019,Saturday,1002,191,187,0.9791,4,12:00:18 AM,12:02:33 AM,12:02:53 AM,0.83
12/29/2019,Sunday,1003,254,227,0.8937,27,12:00:33 AM,12:02:57 AM,12:04:35 AM,0.57
12/30/2019,Monday,1004,213,188,0.8826,25,12:00:30 AM,12:02:52 AM,12:05:10 AM,0.55
12/31/2019,Tuesday,1005,176,151,0.858,25,12:00:32 AM,12:02:45 AM,12:06:12 AM,0.56
1/1/2020,Wednesday,1006,61,59,0.9672,2,12:00:16 AM,12:01:31 AM,12:03:06 AM,0.8
1/2/2020,Thursday,1007,166,154,0.9277,12,12:00:28 AM,12:02:56 AM,12:03:16 AM,0.62
1/3/2020,Friday,1008,191,172,0.9005,19,12:00:21 AM,12:02:40 AM,12:03:23 AM,0.74
1/4/2020,Saturday,1009,171,157,0.9181,14,12:00:19 AM,12:02:34 AM,12:02:07 AM,0.73
1/5/2020,Sunday,1010,153,124,0.8105,29,12:00:50 AM,12:03:04 AM,12:06:01 AM,0.45
1/6/2020,Monday,1011,183,158,0.8634,25,12:00:33 AM,12:02:52 AM,12:05:10 AM,0.52
1/7/2020,Tuesday,1012,14,14,1,0,12:00:15 AM,12:03:43 AM,12:01:32 AM,0.86
1/8/2020,Wednesday,1013,18,18,1,0,12:00:03 AM,12:02:56 AM,12:00:06 AM,1
1/9/2020,Thursday,1014,159,148,0.9308,11,12:00:22 AM,12:02:36 AM,12:03:15 AM,0.69
1/10/2020,Friday,1015,143,134,0.9371,9,12:00:22 AM,12:02:51 AM,12:05:10 AM,0.74
1/11/2020,Saturday,1016,195,175,0.8974,20,12:00:29 AM,12:02:47 AM,12:04:11 AM,0.62
1/12/2020,Sunday,1017,194,150,0.7732,44,12:00:37 AM,12:02:47 AM,12:04:17 AM,0.47
1/13/2020,Monday,1018,390,362,0.9282,28,12:00:31 AM,12:02:50 AM,12:05:46 AM,0.59
1/14/2020,Tuesday,1019,238,205,0.8613,33,12:00:29 AM,12:02:18 AM,12:05:10 AM,0.61
1/15/2020,Wednesday,1020,29,28,0.9655,1,12:00:09 AM,12:02:28 AM,12:01:05 AM,0.89
1/16/2020,Thursday,1021,30,29,0.9667,1,12:00:19 AM,12:02:30 AM,12:02:31 AM,0.83
1/17/2020,Friday,1022,287,273,0.9512,14,12:00:16 AM,12:02:20 AM,12:03:06 AM,0.79
1/18/2020,Saturday,1023,474,380,0.8017,94,12:00:39 AM,12:02:08 AM,12:07:58 AM,0.47
1/19/2020,Sunday,1024,277,230,0.8303,47,12:00:40 AM,12:02:52 AM,12:06:13 AM,0.46
1/20/2020,Monday,1025,173,163,0.9422,10,12:00:17 AM,12:02:46 AM,12:02:44 AM,0.77
1/21/2020,Tuesday,1026,167,152,0.9102,15,12:00:13 AM,12:02:37 AM,12:05:10 AM,0.84
1/22/2020,Wednesday,1027,27,24,0.8889,3,12:00:20 AM,12:02:05 AM,12:03:43 AM,0.77
1/23/2020,Thursday,1028,173,153,0.8844,20,12:00:29 AM,12:02:46 AM,12:03:06 AM,0.58
1/24/2020,Friday,1029,36,27,0.75,9,12:00:36 AM,12:02:55 AM,12:03:57 AM,0.42
1/25/2020,Saturday,1030,186,171,0.9194,15,12:00:27 AM,12:02:49 AM,12:03:28 AM,0.64
1/26/2020,Sunday,1031,160,149,0.9313,11,12:00:23 AM,12:02:47 AM,12:04:52 AM,0.74
1/27/2020,Monday,1032,233,215,0.9227,18,12:00:22 AM,12:02:34 AM,12:08:08 AM,0.74
1/28/2020,Tuesday,1033,162,157,0.9691,5,12:00:13 AM,12:02:32 AM,12:05:10 AM,0.83
1/29/2020,Wednesday,1034,27,24,0.8889,3,12:00:18 AM,12:02:10 AM,12:03:51 AM,0.7
1/30/2020,Thursday,1035,168,155,0.9226,13,12:00:26 AM,12:03:18 AM,12:03:08 AM,0.65
1/31/2020,Friday,1036,328,301,0.9177,27,12:00:23 AM,12:02:29 AM,12:06:59 AM,0.68
2/1/2020,Saturday,1037,234,208,0.8889,26,12:00:20 AM,12:02:44 AM,12:05:18 AM,0.72
2/2/2020,Sunday,1038,37,34,0.9189,3,12:00:14 AM,12:02:16 AM,12:03:44 AM,0.84
2/3/2020,Monday,1039,185,167,0.9027,18,12:00:18 AM,12:02:43 AM,12:06:12 AM,0.74
2/4/2020,Tuesday,1040,139,132,0.9496,7,12:00:10 AM,12:02:57 AM,12:03:28 AM,0.88
2/5/2020,Wednesday,1041,13,11,0.8462,2,12:00:46 AM,12:02:07 AM,12:02:35 AM,0.42
2/6/2020,Thursday,1042,161,152,0.9441,9,12:00:23 AM,12:02:28 AM,12:02:52 AM,0.7
2/7/2020,Friday,1043,149,144,0.9664,5,12:00:15 AM,12:02:46 AM,12:03:01 AM,0.83
2/8/2020,Saturday,1044,178,167,0.9382,11,12:00:22 AM,12:02:42 AM,12:05:24 AM,0.75
2/9/2020,Sunday,1045,224,210,0.9375,14,12:00:21 AM,12:03:00 AM,12:04:47 AM,0.73
2/10/2020,Monday,1046,277,273,0.9856,4,12:00:10 AM,12:02:00 AM,12:02:03 AM,0.9
2/11/2020,Tuesday,1047,188,172,0.9149,16,12:00:20 AM,12:02:41 AM,12:03:36 AM,0.72
2/12/2020,Wednesday,1048,26,22,0.8462,4,12:00:34 AM,12:02:23 AM,12:06:18 AM,0.68
2/13/2020,Thursday,1049,177,167,0.9435,10,12:00:35 AM,12:02:56 AM,12:03:15 AM,0.56
2/14/2020,Friday,1050,149,144,0.9664,5,12:00:28 AM,12:02:47 AM,12:03:48 AM,0.66
2/15/2020,Saturday,1051,147,147,1,0,12:00:11 AM,12:02:51 AM,12:02:03 AM,0.86
2/16/2020,Sunday,1052,140,134,0.9571,6,12:00:19 AM,12:02:44 AM,12:08:19 AM,0.79
2/17/2020,Monday,1053,177,163,0.9209,14,12:00:19 AM,12:02:35 AM,12:07:16 AM,0.76
2/18/2020,Tuesday,1054,169,169,1,0,12:00:09 AM,12:02:45 AM,12:01:05 AM,0.9
2/19/2020,Wednesday,1055,26,21,0.8077,5,12:00:27 AM,12:02:28 AM,12:02:04 AM,0.48
2/20/2020,Thursday,1056,147,140,0.9524,7,12:00:12 AM,12:02:48 AM,12:02:11 AM,0.86
2/21/2020,Friday,1057,127,122,0.9606,5,12:00:21 AM,12:02:48 AM,12:02:07 AM,0.71
2/22/2020,Saturday,1058,141,135,0.9574,6,12:00:17 AM,12:02:27 AM,12:04:08 AM,0.78
2/23/2020,Sunday,1059,208,181,0.8702,27,12:00:38 AM,12:02:39 AM,12:04:08 AM,0.49
2/24/2020,Monday,1060,178,163,0.9157,15,12:00:33 AM,12:02:54 AM,12:04:58 AM,0.55
2/25/2020,Tuesday,1061,198,190,0.9596,8,12:00:25 AM,12:02:32 AM,12:02:22 AM,0.67
2/26/2020,Wednesday,1062,21,17,0.8095,4,12:00:44 AM,12:03:31 AM,12:04:37 AM,0.48
2/27/2020,Thursday,1063,171,161,0.9415,10,12:00:16 AM,12:02:35 AM,12:06:14 AM,0.81
2/28/2020,Friday,1064,200,196,0.98,4,12:00:09 AM,12:02:51 AM,12:02:01 AM,0.92
2/29/2020,Saturday,1065,166,157,0.9458,9,12:00:24 AM,12:02:40 AM,12:01:54 AM,0.65
3/1/2020,Sunday,1066,230,217,0.9435,13,12:00:27 AM,12:02:39 AM,12:02:03 AM,0.57
3/2/2020,Monday,1067,174,168,0.9655,6,12:00:24 AM,12:02:57 AM,12:02:54 AM,0.7
3/3/2020,Tuesday,1068,240,185,0.7708,55,12:01:00 AM,12:03:02 AM,12:05:00 AM,0.3
3/4/2020,Wednesday,1069,35,27,0.7714,8,12:00:48 AM,12:02:56 AM,12:03:53 AM,0.43
3/5/2020,Thursday,1070,198,179,0.904,19,12:00:27 AM,12:02:41 AM,12:09:40 AM,0.6
3/6/2020,Friday,1071,189,181,0.9577,8,12:00:19 AM,12:02:59 AM,12:02:44 AM,0.71
3/7/2020,Saturday,1072,229,219,0.9563,10,12:00:30 AM,12:03:15 AM,12:06:25 AM,0.59
3/8/2020,Sunday,1073,254,235,0.9252,19,12:00:27 AM,12:02:56 AM,12:03:52 AM,0.6
3/9/2020,Monday,1074,584,521,0.8921,63,12:00:29 AM,12:02:16 AM,12:04:21 AM,0.58
3/10/2020,Tuesday,1075,564,551,0.977,13,12:00:12 AM,12:01:40 AM,12:01:46 AM,0.84
3/11/2020,Wednesday,1076,150,149,0.9933,1,12:00:10 AM,12:01:40 AM,12:02:11 AM,0.89
3/12/2020,Thursday,1077,521,499,0.9578,22,12:00:23 AM,12:01:36 AM,12:03:04 AM,0.71
3/13/2020,Friday,1078,330,309,0.9364,21,12:00:21 AM,12:03:19 AM,12:06:32 AM,0.7
3/14/2020,Saturday,1079,298,288,0.9664,10,12:00:13 AM,12:03:20 AM,12:04:03 AM,0.85
3/15/2020,Sunday,1080,294,287,0.9762,7,12:00:14 AM,12:03:28 AM,12:03:19 AM,0.82
3/16/2020,Monday,1081,261,253,0.9693,8,12:00:10 AM,12:03:03 AM,12:05:48 AM,0.9
3/17/2020,Tuesday,1082,223,210,0.9417,13,12:00:16 AM,12:03:07 AM,12:05:23 AM,0.8
3/18/2020,Wednesday,1083,59,58,0.9831,1,12:00:21 AM,12:03:41 AM,12:03:12 AM,0.75
3/19/2020,Thursday,1084,340,327,0.9618,13,12:00:21 AM,12:01:55 AM,12:03:46 AM,0.78
3/20/2020,Friday,1085,287,280,0.9756,7,12:00:13 AM,12:03:05 AM,12:01:56 AM,0.84
3/21/2020,Saturday,1086,269,257,0.9554,12,12:00:16 AM,12:03:04 AM,12:03:49 AM,0.82
3/22/2020,Sunday,1087,270,261,0.9667,9,12:00:12 AM,12:03:06 AM,12:04:29 AM,0.86
3/23/2020,Monday,1088,285,273,0.9579,12,12:00:12 AM,12:03:14 AM,12:02:53 AM,0.85
3/24/2020,Tuesday,1089,251,229,0.9124,22,12:00:22 AM,12:02:59 AM,12:03:06 AM,0.73
3/25/2020,Wednesday,1090,47,47,1,0,12:00:13 AM,12:03:03 AM,12:01:29 AM,0.87
3/26/2020,Thursday,1091,233,225,0.9657,8,12:00:13 AM,12:03:02 AM,12:01:57 AM,0.85
3/27/2020,Friday,1092,257,248,0.965,9,12:00:14 AM,12:03:14 AM,12:03:42 AM,0.83
3/28/2020,Saturday,1093,245,234,0.9551,11,12:00:11 AM,12:03:01 AM,12:01:56 AM,0.86
3/29/2020,Sunday,1094,267,265,0.9925,2,12:00:05 AM,12:02:59 AM,12:01:13 AM,0.97
3/30/2020,Monday,1095,231,224,0.9697,7,12:00:11 AM,12:02:56 AM,12:02:54 AM,0.87
3/31/2020,Tuesday,1096,236,226,0.9576,10,12:00:19 AM,12:03:04 AM,12:03:06 AM,0.75
4/1/2020,Wednesday,1097,81,78,0.963,3,12:00:11 AM,12:02:57 AM,12:00:58 AM,0.81
4/2/2020,Thursday,1098,281,273,0.9715,8,12:00:11 AM,12:03:02 AM,12:03:21 AM,0.88
4/3/2020,Friday,1099,399,387,0.9699,12,12:00:11 AM,12:02:51 AM,12:02:25 AM,0.86
4/4/2020,Saturday,1100,291,287,0.9863,4,12:00:11 AM,12:02:36 AM,12:03:38 AM,0.88
4/5/2020,Sunday,1101,290,281,0.969,9,12:00:07 AM,12:03:03 AM,12:01:00 AM,0.92
4/6/2020,Monday,1102,230,227,0.987,3,12:00:08 AM,12:03:06 AM,12:01:12 AM,0.92
4/7/2020,Tuesday,1103,236,216,0.9153,20,12:00:17 AM,12:03:09 AM,12:02:54 AM,0.71
4/8/2020,Wednesday,1104,45,44,0.9778,1,12:00:05 AM,12:02:45 AM,12:01:56 AM,0.93
4/9/2020,Thursday,1105,249,238,0.9558,11,12:00:11 AM,12:02:42 AM,12:01:58 AM,0.87
4/10/2020,Friday,1106,350,328,0.9371,22,12:00:28 AM,12:02:31 AM,12:02:28 AM,0.58
4/11/2020,Saturday,1107,361,306,0.8476,55,12:00:27 AM,12:02:26 AM,12:06:41 AM,0.6
4/12/2020,Sunday,1108,262,256,0.9771,6,12:00:13 AM,12:02:50 AM,12:02:54 AM,0.86
4/13/2020,Monday,1109,302,288,0.9536,14,12:00:21 AM,12:02:56 AM,12:02:59 AM,0.71
4/14/2020,Tuesday,1110,299,268,0.8963,31,12:00:28 AM,12:02:49 AM,12:02:58 AM,0.55
4/15/2020,Wednesday,1111,50,49,0.98,1,12:00:24 AM,12:02:55 AM,12:02:08 AM,0.76
4/16/2020,Thursday,1112,285,273,0.9579,12,12:00:21 AM,12:02:49 AM,12:03:30 AM,0.76
4/17/2020,Friday,1113,77,75,0.974,2,12:00:09 AM,12:02:43 AM,12:02:10 AM,0.92
4/18/2020,Saturday,1114,332,321,0.9669,11,12:00:17 AM,12:02:58 AM,12:03:34 AM,0.81
4/19/2020,Sunday,1115,282,266,0.9433,16,12:00:22 AM,12:03:10 AM,12:08:12 AM,0.74
4/20/2020,Monday,1116,256,248,0.9688,8,12:00:14 AM,12:03:00 AM,12:03:52 AM,0.82
4/21/2020,Tuesday,1117,177,176,0.9944,1,12:00:12 AM,12:02:37 AM,12:01:45 AM,0.84
4/22/2020,Wednesday,1118,27,24,0.8889,3,12:00:13 AM,12:02:15 AM,12:01:08 AM,0.74
4/23/2020,Thursday,1119,307,305,0.9935,2,12:00:09 AM,12:03:01 AM,12:01:42 AM,0.92
4/24/2020,Friday,1120,587,577,0.983,10,12:00:10 AM,12:02:08 AM,12:01:56 AM,0.92
4/25/2020,Saturday,1121,270,265,0.9815,5,12:00:07 AM,12:02:44 AM,12:01:56 AM,0.92
4/26/2020,Sunday,1122,307,297,0.9674,10,12:00:14 AM,12:02:59 AM,12:02:55 AM,0.82
4/27/2020,Monday,1123,242,238,0.9835,4,12:00:06 AM,12:02:42 AM,12:01:55 AM,0.95
4/28/2020,Tuesday,1124,194,182,0.9381,12,12:00:12 AM,12:02:57 AM,12:01:36 AM,0.81
4/29/2020,Wednesday,1125,21,21,1,0,12:00:12 AM,12:03:07 AM,12:01:34 AM,0.9
4/30/2020,Thursday,1126,291,288,0.9897,3,12:00:07 AM,12:02:46 AM,12:01:24 AM,0.94
5/1/2020,Friday,1127,516,479,0.9283,37,12:00:26 AM,12:02:40 AM,12:03:31 AM,0.64
5/2/2020,Saturday,1128,452,447,0.9889,5,12:00:06 AM,12:02:04 AM,12:03:52 AM,0.94
5/3/2020,Sunday,1129,375,375,1,0,12:00:05 AM,12:02:13 AM,12:01:05 AM,0.97
5/4/2020,Monday,1130,306,287,0.9379,19,12:00:19 AM,12:02:15 AM,12:04:50 AM,0.76
5/5/2020,Tuesday,1131,241,235,0.9751,6,12:00:15 AM,12:02:40 AM,12:01:57 AM,0.8
5/6/2020,Wednesday,1132,34,34,1,0,12:00:18 AM,12:03:01 AM,12:02:08 AM,0.85
5/7/2020,Thursday,1133,248,238,0.9597,10,12:00:19 AM,12:02:43 AM,12:04:33 AM,0.74
5/8/2020,Friday,1134,323,307,0.9505,16,12:00:13 AM,12:02:42 AM,12:03:28 AM,0.83
5/9/2020,Saturday,1135,260,257,0.9885,3,12:00:10 AM,12:02:29 AM,12:01:42 AM,0.91
5/10/2020,Sunday,1136,316,311,0.9842,5,12:00:10 AM,12:02:41 AM,12:02:54 AM,0.88
5/11/2020,Monday,1137,60,59,0.9833,1,12:00:03 AM,12:02:41 AM,12:01:55 AM,0.98
5/12/2020,Tuesday,1138,267,251,0.9401,16,12:00:19 AM,12:02:27 AM,12:07:44 AM,0.76
5/13/2020,Wednesday,1139,30,29,0.9667,1,12:00:08 AM,12:02:00 AM,12:00:46 AM,0.93
5/14/2020,Thursday,1140,247,238,0.9636,9,12:00:13 AM,12:02:35 AM,12:02:54 AM,0.83
5/15/2020,Friday,1141,376,365,0.9707,11,12:00:15 AM,12:03:00 AM,12:03:30 AM,0.82
5/16/2020,Saturday,1142,316,306,0.9684,10,12:00:13 AM,12:02:55 AM,12:01:58 AM,0.83
5/17/2020,Sunday,1143,310,304,0.9806,6,12:00:07 AM,12:02:51 AM,12:01:40 AM,0.92
5/18/2020,Monday,1144,340,327,0.9618,13,12:00:23 AM,12:02:55 AM,12:02:34 AM,0.71
5/19/2020,Tuesday,1145,306,289,0.9444,17,12:00:24 AM,12:02:43 AM,12:05:04 AM,0.7
5/20/2020,Wednesday,1146,40,40,1,0,12:00:05 AM,12:02:46 AM,12:00:51 AM,0.98
5/21/2020,Thursday,1147,378,370,0.9788,8,12:00:11 AM,12:02:52 AM,12:02:36 AM,0.87
5/22/2020,Friday,1148,424,416,0.9811,8,12:00:14 AM,12:02:54 AM,12:03:41 AM,0.84
5/23/2020,Saturday,1149,356,353,0.9916,3,12:00:05 AM,12:02:48 AM,12:01:04 AM,0.97
5/24/2020,Sunday,1150,320,308,0.9625,12,12:00:10 AM,12:02:33 AM,12:03:24 AM,0.89
5/25/2020,Monday,1151,351,341,0.9715,10,12:00:11 AM,12:02:50 AM,12:01:49 AM,0.86
5/26/2020,Tuesday,1152,85,83,0.9765,2,12:00:13 AM,12:02:47 AM,12:03:44 AM,0.86
5/27/2020,Wednesday,1153,44,43,0.9773,1,12:00:09 AM,12:02:33 AM,12:03:52 AM,0.84
5/28/2020,Thursday,1154,388,363,0.9356,25,12:00:19 AM,12:03:06 AM,12:02:54 AM,0.75
5/29/2020,Friday,1155,283,280,0.9894,3,12:00:06 AM,12:03:05 AM,12:01:49 AM,0.96
5/30/2020,Saturday,1156,241,238,0.9876,3,12:00:05 AM,12:02:55 AM,12:03:16 AM,0.97
5/31/2020,Sunday,1157,280,273,0.975,7,12:00:09 AM,12:02:46 AM,12:03:38 AM,0.88
6/1/2020,Monday,1158,294,273,0.9286,21,12:00:26 AM,12:03:16 AM,12:02:44 AM,0.62
6/2/2020,Tuesday,1159,290,246,0.8483,44,12:00:27 AM,12:03:04 AM,12:04:44 AM,0.64
6/3/2020,Wednesday,1160,32,32,1,0,12:00:06 AM,12:02:43 AM,12:01:10 AM,0.97
6/4/2020,Thursday,1161,270,263,0.9741,7,12:00:12 AM,12:02:52 AM,12:02:00 AM,0.85
6/5/2020,Friday,1162,212,208,0.9811,4,12:00:08 AM,12:02:43 AM,12:02:34 AM,0.91
6/6/2020,Saturday,1163,246,238,0.9675,8,12:00:07 AM,12:02:53 AM,12:03:48 AM,0.92
6/7/2020,Sunday,1164,194,190,0.9794,4,12:00:08 AM,12:02:43 AM,12:03:34 AM,0.93
6/8/2020,Monday,1165,179,176,0.9832,3,12:00:06 AM,12:02:44 AM,12:01:43 AM,0.96
6/9/2020,Tuesday,1166,67,65,0.9701,2,12:00:09 AM,12:02:36 AM,12:01:59 AM,0.9
6/10/2020,Wednesday,1167,27,27,1,0,12:00:09 AM,12:02:27 AM,12:01:33 AM,0.89
6/11/2020,Thursday,1168,190,183,0.9632,7,12:00:09 AM,12:02:38 AM,12:02:54 AM,0.88
6/12/2020,Friday,1169,213,205,0.9624,8,12:00:10 AM,12:02:38 AM,12:05:02 AM,0.88
6/13/2020,Saturday,1170,208,205,0.9856,3,12:00:04 AM,12:02:36 AM,12:02:53 AM,0.97
6/14/2020,Sunday,1171,166,165,0.994,1,12:00:08 AM,12:02:41 AM,12:03:31 AM,0.93
6/15/2020,Monday,1172,169,161,0.9527,8,12:00:18 AM,12:02:52 AM,12:03:37 AM,0.74
6/16/2020,Tuesday,1173,175,167,0.9543,8,12:00:10 AM,12:02:29 AM,12:03:52 AM,0.86
6/17/2020,Wednesday,1174,43,43,1,0,12:00:04 AM,12:02:42 AM,12:00:29 AM,1
6/18/2020,Thursday,1175,24,24,1,0,12:00:03 AM,12:02:46 AM,12:00:03 AM,1
6/19/2020,Friday,1176,26,26,1,0,12:00:05 AM,12:02:52 AM,12:00:58 AM,0.92
6/20/2020,Saturday,1177,42,41,0.9762,1,12:00:03 AM,12:02:41 AM,12:00:03 AM,1
6/21/2020,Sunday,1178,37,36,0.973,1,12:00:05 AM,12:02:24 AM,12:04:50 AM,0.95
6/22/2020,Monday,1179,60,60,1,0,12:00:05 AM,12:03:07 AM,12:01:01 AM,0.97
6/23/2020,Tuesday,1180,82,81,0.9878,1,12:00:03 AM,12:02:24 AM,12:00:58 AM,0.98
6/24/2020,Wednesday,1181,31,31,1,0,12:00:06 AM,12:02:20 AM,12:01:01 AM,0.94
6/25/2020,Thursday,1182,178,171,0.9607,7,12:00:16 AM,12:02:43 AM,12:02:06 AM,0.76
6/26/2020,Friday,1183,183,175,0.9563,8,12:00:13 AM,12:02:27 AM,12:04:38 AM,0.86
6/27/2020,Saturday,1184,39,37,0.9487,2,12:00:03 AM,12:02:53 AM,12:00:58 AM,0.97
6/28/2020,Sunday,1185,170,167,0.9824,3,12:00:12 AM,12:02:24 AM,12:02:50 AM,0.85
6/29/2020,Monday,1186,180,168,0.9333,12,12:00:12 AM,12:02:46 AM,12:04:29 AM,0.83
6/30/2020,Tuesday,1187,24,24,1,0,12:00:04 AM,12:02:36 AM,12:00:21 AM,1
7/1/2020,Wednesday,1188,7,7,1,0,12:00:33 AM,12:02:39 AM,12:01:33 AM,0.43
7/2/2020,Thursday,1189,181,181,1,0,12:00:12 AM,12:02:47 AM,12:01:29 AM,0.88
7/3/2020,Friday,1190,209,206,0.9856,3,12:00:05 AM,12:02:42 AM,12:00:58 AM,0.95
7/4/2020,Saturday,1191,180,179,0.9944,1,12:00:04 AM,12:02:28 AM,12:01:02 AM,0.97
7/5/2020,Sunday,1192,221,203,0.9186,18,12:00:12 AM,12:02:43 AM,12:02:55 AM,0.87
7/6/2020,Monday,1193,254,248,0.9764,6,12:00:10 AM,12:02:48 AM,12:03:07 AM,0.91
7/7/2020,Tuesday,1194,627,577,0.9203,50,12:00:41 AM,12:02:39 AM,12:05:20 AM,0.48
7/8/2020,Wednesday,1195,167,159,0.9521,8,12:00:18 AM,12:03:10 AM,12:03:55 AM,0.76
7/9/2020,Thursday,1196,599,554,0.9249,45,12:00:25 AM,12:02:35 AM,12:04:50 AM,0.64
7/10/2020,Friday,1197,304,300,0.9868,4,12:00:07 AM,12:02:35 AM,12:02:55 AM,0.92
7/11/2020,Saturday,1198,267,260,0.9738,7,12:00:08 AM,12:02:56 AM,12:01:54 AM,0.91
7/12/2020,Sunday,1199,286,281,0.9825,5,12:00:11 AM,12:02:40 AM,12:02:54 AM,0.87
7/13/2020,Monday,1200,196,192,0.9796,4,12:00:13 AM,12:02:43 AM,12:02:06 AM,0.86
7/14/2020,Tuesday,1201,191,189,0.9895,2,12:00:11 AM,12:03:00 AM,12:02:34 AM,0.88
7/15/2020,Wednesday,1202,60,60,1,0,12:00:06 AM,12:01:58 AM,12:00:59 AM,0.97
7/16/2020,Thursday,1203,215,207,0.9628,8,12:00:10 AM,12:02:40 AM,12:01:44 AM,0.9
7/17/2020,Friday,1204,221,213,0.9638,8,12:00:08 AM,12:02:35 AM,12:01:47 AM,0.9
7/18/2020,Saturday,1205,201,193,0.9602,8,12:00:03 AM,12:02:46 AM,12:00:58 AM,0.98
7/19/2020,Sunday,1206,205,202,0.9854,3,12:00:05 AM,12:02:48 AM,12:01:09 AM,0.96
7/20/2020,Monday,1207,201,194,0.9652,7,12:00:14 AM,12:02:44 AM,12:02:29 AM,0.84
7/21/2020,Tuesday,1208,140,132,0.9429,8,12:00:07 AM,12:01:51 AM,12:01:56 AM,0.92
7/22/2020,Wednesday,1209,29,28,0.9655,1,12:00:13 AM,12:03:09 AM,12:01:47 AM,0.83
7/23/2020,Thursday,1210,398,372,0.9347,26,12:00:21 AM,12:02:51 AM,12:04:13 AM,0.73
7/24/2020,Friday,1211,255,249,0.9765,6,12:00:15 AM,12:03:01 AM,12:02:09 AM,0.83
7/25/2020,Saturday,1212,283,278,0.9823,5,12:00:17 AM,12:02:38 AM,12:01:59 AM,0.8
7/26/2020,Sunday,1213,230,222,0.9652,8,12:00:21 AM,12:02:46 AM,12:02:45 AM,0.72
7/27/2020,Monday,1214,185,183,0.9892,2,12:00:10 AM,12:03:15 AM,12:01:20 AM,0.9
7/28/2020,Tuesday,1215,197,194,0.9848,3,12:00:13 AM,12:02:49 AM,12:02:01 AM,0.83
7/29/2020,Wednesday,1216,15,14,0.9333,1,12:00:12 AM,12:03:14 AM,12:01:48 AM,0.87
7/30/2020,Thursday,1217,230,228,0.9913,2,12:00:07 AM,12:02:47 AM,12:01:01 AM,0.94
7/31/2020,Friday,1218,232,224,0.9655,8,12:00:12 AM,12:02:51 AM,12:01:34 AM,0.86
8/1/2020,Saturday,1219,237,231,0.9747,6,12:00:11 AM,12:03:01 AM,12:01:59 AM,0.88
8/2/2020,Sunday,1220,42,39,0.9286,3,12:00:17 AM,12:02:51 AM,12:01:40 AM,0.79
8/3/2020,Monday,1221,215,211,0.9814,4,12:00:06 AM,12:03:06 AM,12:02:54 AM,0.95
8/4/2020,Tuesday,1222,153,152,0.9935,1,12:00:04 AM,12:02:35 AM,12:00:55 AM,0.99
8/5/2020,Wednesday,1223,39,39,1,0,12:00:14 AM,12:03:42 AM,12:01:37 AM,0.85
8/6/2020,Thursday,1224,334,322,0.9641,12,12:00:17 AM,12:02:56 AM,12:02:18 AM,0.77
8/7/2020,Friday,1225,236,225,0.9534,11,12:00:13 AM,12:02:53 AM,12:01:56 AM,0.85
8/8/2020,Saturday,1226,186,182,0.9785,4,12:00:08 AM,12:02:38 AM,12:02:10 AM,0.95
8/9/2020,Sunday,1227,202,197,0.9752,5,12:00:13 AM,12:02:33 AM,12:01:56 AM,0.87
8/10/2020,Monday,1228,185,182,0.9838,3,12:00:08 AM,12:02:49 AM,12:02:33 AM,0.9
8/11/2020,Tuesday,1229,38,38,1,0,12:00:04 AM,12:03:26 AM,12:00:57 AM,0.97
8/12/2020,Wednesday,1230,25,24,0.96,1,12:00:03 AM,12:02:44 AM,12:00:46 AM,0.96
8/13/2020,Thursday,1231,203,195,0.9606,8,12:00:08 AM,12:02:38 AM,12:08:34 AM,0.89
8/14/2020,Friday,1232,296,292,0.9865,4,12:00:04 AM,12:02:40 AM,12:00:58 AM,0.99
8/15/2020,Saturday,1233,233,223,0.9571,10,12:00:09 AM,12:02:47 AM,12:01:46 AM,0.88
8/16/2020,Sunday,1234,198,194,0.9798,4,12:00:08 AM,12:02:42 AM,12:01:43 AM,0.92
8/17/2020,Monday,1235,181,179,0.989,2,12:00:04 AM,12:02:39 AM,12:00:48 AM,0.99
8/18/2020,Tuesday,1236,166,162,0.9759,4,12:00:06 AM,12:02:39 AM,12:01:01 AM,0.94
8/19/2020,Wednesday,1237,19,19,1,0,12:00:03 AM,12:02:27 AM,12:00:03 AM,1
8/20/2020,Thursday,1238,196,181,0.9235,15,12:00:14 AM,12:02:37 AM,12:02:36 AM,0.78
8/21/2020,Friday,1239,176,172,0.9773,4,12:00:16 AM,12:02:30 AM,12:02:56 AM,0.79
8/22/2020,Saturday,1240,221,209,0.9457,12,12:00:12 AM,12:02:42 AM,12:02:50 AM,0.84
8/23/2020,Sunday,1241,196,191,0.9745,5,12:00:14 AM,12:02:51 AM,12:05:54 AM,0.86
